Date,ACC.NS,RELIANCE.NS,INFY.NS,TITAN.NS
2010-01-04,,,,
2010-01-05,-0.01224489795918371,-0.004132231404958664,0.003968253968253954,0.015151515151515138
2010-01-06,0.005509641873278293,0.016597510373443924,-0.015810276679841917,0.014925373134328401
2010-01-07,0.006849315068493178,0.01632653061224487,-0.02008032128514059,0.02941176470588225
2010-01-08,-0.0013605442176870541,-0.002008032128514081,-0.024590163934426257,-0.014285714285714235
2010-01-11,0.004087193460490468,-0.02012072434607648,0.008403361344537785,0.0
2010-01-12,-0.018995929443690662,0.002053388090349051,0.04166666666666674,0.0
2010-01-13,0.053941908713692976,0.004098360655737654,0.03600000000000003,-0.01449275362318836
2010-01-14,0.009186351706036655,0.030612244897959107,0.0038610038610038533,0.02941176470588225
2010-01-15,0.026007802340702213,-0.00990099009900991,-0.007692307692307665,0.0
2010-01-18,0.0012674271229404788,-0.010000000000000009,0.003875968992248069,0.0
2010-01-19,-0.03037974683544309,-0.012121212121212088,-0.019305019305019266,0.014285714285714235
2010-01-20,0.0,-0.008179959100204526,0.011811023622047223,0.014084507042253502
2010-01-21,-0.010443864229765065,-0.020618556701030966,-0.015564202334630295,-0.01388888888888884
2010-01-22,-0.01846965699208447,0.0,-0.015810276679841917,-0.014084507042253502
2010-01-25,-0.022849462365591378,-0.012631578947368438,-0.016064257028112428,0.0
2010-01-27,-0.023383768913342484,-0.01279317697228144,-0.01224489795918371,-0.014285714285714235
2010-01-28,-0.015492957746478853,0.008639308855291628,-0.008264462809917328,0.02898550724637672
2010-01-29,0.0042918454935623185,0.008565310492505418,-0.004166666666666652,-0.014084507042253502
2010-02-01,0.0014245014245013454,0.0,-0.008368200836820106,0.12857142857142856
2010-02-02,-0.0014224751066855834,-0.01698513800424628,-0.008438818565400852,-0.025316455696202556
2010-02-03,0.012820512820512775,0.00647948164146861,0.017021276595744705,0.03896103896103886
2010-02-04,-0.029535864978902926,-0.015021459227467782,-0.02092050209205021,-0.012499999999999956
2010-02-05,-0.01449275362318836,-0.03703703703703709,-0.02991452991452992,-0.012658227848101222
2010-02-08,-0.002941176470588225,0.013574660633484115,0.022026431718061623,0.012820512820512775
2010-02-09,0.029498525073746285,-0.0022321428571429047,0.030172413793103425,0.0
2010-02-10,0.002865329512893977,-0.006711409395973145,-0.004184100418409997,0.012658227848101333
2010-02-11,0.01857142857142846,0.029279279279279313,0.012605042016806678,0.012499999999999956
2010-02-15,-0.011220196353436185,-0.004376367614879695,0.0,-0.012345679012345734
2010-02-16,0.042553191489361764,0.00659340659340657,0.016597510373443924,0.0
2010-02-17,0.004081632653061273,0.015283842794759916,-0.008163265306122436,0.03750000000000009
2010-02-18,-0.009485094850948506,-0.03440860215053765,0.008230452674897082,0.024096385542168752
2010-02-19,-0.0068399452804377425,-0.013363028953229383,-0.004081632653061273,-0.0117647058823529
2010-02-22,0.005509641873278293,-0.006772009029345383,0.016393442622950838,-0.023809523809523836
2010-02-23,-0.002739726027397249,-0.002272727272727315,0.0040322580645162365,-0.012195121951219523
2010-02-24,0.0,0.004555808656036442,0.0,-0.012345679012345734
2010-02-25,0.016483516483516425,-0.015873015873015928,0.016064257028112428,0.0
